CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
97013,Existing Customer,57,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,3,4,2,4784.0,1629,3155.0,0.706,4912,82,0.7829999999999999,0.341,0.00025577,0.99974
97014,Existing Customer,43,F,1,Uneducated,Married,Less than $40K,Blue,32,6,2,2,2667.0,1590,1077.0,0.8059999999999999,4596,85,0.574,0.596,0.00010985,0.99989
97015,Existing Customer,54,F,2,College,Married,Less than $40K,Blue,48,3,2,2,2473.0,1745,728.0,0.769,4823,72,0.8,0.706,0.00011066,0.99989
97016,Existing Customer,39,F,3,Doctorate,Married,Less than $40K,Blue,33,6,4,2,2001.0,1430,571.0,0.555,4509,69,0.6829999999999999,0.715,0.00032639,0.9996700000000001
97017,Existing Customer,41,M,4,High School,Married,$120K +,Blue,35,5,4,2,18232.0,1140,17092.0,0.657,4775,84,1.1,0.063,0.00022162,0.9997799999999999
97018,Existing Customer,45,F,4,Uneducated,Married,,Blue,39,6,3,1,1438.3,0,1438.3,0.825,4596,71,0.732,0.0,0.00011697,0.9998799999999999
97019,Existing Customer,45,F,2,Uneducated,Married,Less than $40K,Blue,36,3,4,3,2918.0,1597,1321.0,0.884,4454,76,0.9,0.547,0.00037588,0.9996200000000001
97020,Existing Customer,36,F,2,College,,Less than $40K,Blue,23,4,3,3,1924.0,971,953.0,0.8059999999999999,4951,96,0.6,0.505,0.00029411,0.99971
97021,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,0,1770.0,1706,64.0,0.626,4940,94,0.774,0.9640000000000001,6.6354e-05,0.9999299999999999
97022,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,27,5,3,3,2265.0,0,2265.0,0.603,3826,71,0.5429999999999999,0.0,0.00030251,0.9997
97023,Existing Customer,59,M,0,High School,Married,$60K - $80K,Blue,48,3,1,3,3868.0,1384,2484.0,0.631,4716,79,0.5489999999999999,0.358,7.727899999999999e-05,0.99992
97024,Attrited Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,32,4,3,3,2701.0,2498,203.0,0.637,2678,37,0.609,0.925,0.9968299999999999,0.00317458
97025,Existing Customer,33,M,1,High School,Divorced,$40K - $60K,Blue,28,6,1,3,2507.0,1592,915.0,0.691,4355,79,0.8370000000000001,0.635,8.453e-05,0.99992
97026,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,20,4,3,3,2420.0,676,1744.0,0.782,3770,76,0.81,0.27899999999999997,0.00029408,0.99971
97027,Attrited Customer,46,M,2,College,Married,$40K - $60K,Silver,34,5,3,4,16547.0,0,16547.0,0.242,1561,41,0.36700000000000005,0.0,0.9978,0.00220011
97028,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,33,3,2,2,1621.0,0,1621.0,0.603,3764,76,0.52,0.0,0.00011811,0.9998799999999999
97029,Existing Customer,59,M,1,,Single,$40K - $60K,Blue,51,3,4,3,3808.0,713,3095.0,0.787,4845,88,0.63,0.187,0.00037718,0.9996200000000001
97030,Attrited Customer,49,F,1,Uneducated,Divorced,$40K - $60K,Blue,37,6,2,2,2173.0,0,2173.0,0.652,2379,57,0.7809999999999999,0.0,0.99098,0.00902
97031,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,36,5,2,1,2178.0,1731,447.0,0.6829999999999999,4275,71,0.69,0.795,6.6245e-05,0.9999299999999999
97032,Existing Customer,41,F,4,College,Divorced,,Blue,36,3,1,1,1438.3,0,1438.3,0.841,4539,90,0.765,0.0,3.3866e-05,0.99997
97033,Existing Customer,51,F,3,Uneducated,,Less than $40K,Blue,36,3,1,2,1750.0,813,937.0,0.76,4333,68,0.7,0.465,5.8763e-05,0.9999399999999999
97034,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,26,3,3,2,1438.3,0,1438.3,0.61,4957,88,0.872,0.0,0.00017987,0.99982
97035,Existing Customer,36,F,4,College,Married,Less than $40K,Blue,36,6,4,1,2466.0,1750,716.0,0.774,5005,76,0.767,0.71,0.00013367,0.99987
97036,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,5,2,1,2535.0,1352,1183.0,0.509,3840,72,0.565,0.5329999999999999,6.6728e-05,0.9999299999999999
97037,Existing Customer,39,F,4,Graduate,Married,$40K - $60K,Blue,29,4,4,3,2385.0,1971,414.0,0.613,3711,81,0.653,0.826,0.00038339999999999994,0.9996200000000001
97038,Existing Customer,40,F,3,,Married,Less than $40K,Blue,31,5,6,1,1811.0,821,990.0,0.773,4290,73,0.78,0.45299999999999996,9.767e-05,0.9999
97039,Existing Customer,45,M,4,High School,Single,$120K +,Blue,37,4,3,3,2701.0,1986,715.0,0.5379999999999999,4767,76,0.8540000000000001,0.735,0.00030842,0.99969
97040,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,34,6,1,3,5387.0,1133,4254.0,0.652,4374,76,0.49,0.21,9.444700000000001e-05,0.9999100000000001
97041,Attrited Customer,38,F,3,High School,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,1438.3,0.73,2478,45,0.552,0.0,0.9967299999999999,0.00326528
97042,Existing Customer,44,M,2,Post-Graduate,Married,$80K - $120K,Blue,37,5,1,1,34058.0,0,34058.0,0.552,4043,57,0.7809999999999999,0.0,3.9081999999999996e-05,0.9999600000000001
97043,Existing Customer,42,F,2,Graduate,Married,$40K - $60K,Silver,36,6,2,1,16290.0,0,16290.0,0.758,4232,79,0.795,0.0,6.202100000000001e-05,0.9999399999999999
97044,Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,3,2,1438.3,726,712.3,0.657,5208,93,0.755,0.505,0.00018145,0.99982
97045,Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,36,4,1,3,2069.0,1028,1041.0,0.648,4414,82,0.7829999999999999,0.49700000000000005,9.612600000000001e-05,0.9999
97046,Attrited Customer,56,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,2,2,2802.0,2256,546.0,0.615,2371,46,0.353,0.805,0.99211,0.007890000000000001
97047,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,31,5,2,1,3390.0,2222,1168.0,0.768,5001,82,0.8220000000000001,0.655,6.4428e-05,0.9999399999999999
97048,Existing Customer,48,F,2,Post-Graduate,Divorced,,Blue,37,3,4,2,3745.0,1291,2454.0,0.631,4956,88,0.7959999999999999,0.345,0.00025577,0.99974
97049,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,1,26690.0,0,26690.0,1.1440000000000001,4363,76,1.054,0.0,0.00010848,0.99989
97050,Attrited Customer,58,F,1,,Single,,Blue,50,5,2,2,8513.0,799,7714.0,0.451,2119,37,0.542,0.094,0.99156,0.008440000000000001
97051,Existing Customer,36,F,4,,Single,Less than $40K,Blue,26,3,2,3,1438.3,0,1438.3,0.8270000000000001,4886,85,0.7709999999999999,0.0,0.00022068,0.9997799999999999
97052,Attrited Customer,55,F,1,Uneducated,Married,Less than $40K,Blue,36,5,3,2,2258.0,2000,258.0,0.611,2500,42,0.68,0.8859999999999999,0.9942700000000001,0.00573
97053,Attrited Customer,41,F,3,,Married,Less than $40K,Blue,30,5,3,3,1654.0,0,1654.0,0.32899999999999996,1730,30,0.364,0.0,0.99711,0.00288892
97054,Existing Customer,51,F,3,College,Divorced,$40K - $60K,Blue,31,6,2,2,2768.0,1329,1439.0,0.6990000000000001,4275,78,0.8140000000000001,0.48,0.00011483,0.99989
97055,Existing Customer,43,M,1,College,Married,$80K - $120K,Blue,23,5,2,1,14566.0,1045,13521.0,0.41700000000000004,4480,77,0.7909999999999999,0.07200000000000001,6.2639e-05,0.9999399999999999
97056,Existing Customer,35,F,3,Graduate,Single,$40K - $60K,Blue,28,5,6,2,3250.0,1560,1690.0,0.634,4673,73,0.698,0.48,0.00014734,0.99985
97057,Existing Customer,37,F,1,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2353.0,1095,1258.0,0.941,5038,84,0.75,0.465,0.00018475,0.99982
97058,Existing Customer,59,F,0,College,Married,$40K - $60K,Blue,53,3,2,0,1438.3,0,1438.3,0.8959999999999999,4457,79,0.927,0.0,3.5028000000000004e-05,0.9999600000000001
97059,Existing Customer,59,M,1,Graduate,Married,$40K - $60K,Blue,53,5,1,2,4188.0,2200,1988.0,0.867,4911,86,0.72,0.525,5.1696999999999996e-05,0.99995
97060,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,35,2,3,3,23542.0,1307,22235.0,0.462,2152,46,0.43799999999999994,0.055999999999999994,0.9968600000000001,0.00314112
97061,Existing Customer,57,M,1,High School,Single,$120K +,Blue,47,4,4,2,9272.0,982,8290.0,0.6509999999999999,4649,89,0.816,0.106,0.00019835,0.9998
97062,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,28,3,1,1,1967.0,0,1967.0,0.73,4620,77,0.878,0.0,3.3505e-05,0.99997
97063,Attrited Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,37,5,3,4,1717.0,0,1717.0,1.028,3004,46,0.586,0.0,0.998,0.002003
97064,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Silver,34,5,1,1,34516.0,1664,32852.0,0.73,4912,80,0.7390000000000001,0.048,3.1141e-05,0.99997
97065,Existing Customer,50,M,1,Doctorate,Single,$80K - $120K,Blue,41,5,4,2,5068.0,991,4077.0,0.736,5173,64,0.6,0.196,0.00029525,0.9997
97066,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,39,3,2,3,1438.3,0,1438.3,0.7859999999999999,4370,79,0.795,0.0,0.00019313,0.9998100000000001
97067,Existing Customer,55,F,1,Uneducated,Divorced,$40K - $60K,Blue,47,3,2,3,2697.0,1863,834.0,0.735,4615,81,0.688,0.691,0.00018475,0.99982
97068,Existing Customer,51,M,1,High School,Married,Less than $40K,Blue,41,3,4,3,1438.3,0,1438.3,0.623,4312,81,0.723,0.0,0.00033359,0.9996700000000001
97069,Attrited Customer,44,F,0,College,Married,Less than $40K,Blue,40,5,4,2,7499.0,1083,6416.0,0.716,2478,45,0.667,0.14400000000000002,0.9945200000000001,0.00548
97070,Attrited Customer,39,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3,3,8700.0,1742,6958.0,0.45399999999999996,2306,50,0.613,0.2,0.9973299999999999,0.00267072
97071,Attrited Customer,55,M,3,,Single,$60K - $80K,Blue,35,3,3,3,14266.0,1341,12925.0,0.309,1625,34,0.36,0.094,0.99711,0.00288892
97072,Existing Customer,46,M,0,Graduate,Single,$120K +,Blue,36,6,2,1,2692.0,1631,1061.0,0.99,4619,83,0.6940000000000001,0.606,5.8902e-05,0.9999399999999999
97073,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,36,4,4,2,2957.0,1408,1549.0,0.667,4280,82,0.7829999999999999,0.47600000000000003,0.00021930000000000002,0.9997799999999999
97074,Existing Customer,50,F,2,,Single,Less than $40K,Blue,32,4,3,1,1438.3,0,1438.3,0.815,4598,78,0.902,0.0,0.00011924,0.9998799999999999
97075,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,36,4,2,1,3007.0,2517,490.0,0.733,4985,84,1.0,0.8370000000000001,6.9242e-05,0.9999299999999999
97076,Existing Customer,41,F,3,High School,Married,,Blue,24,3,1,1,3427.0,1419,2008.0,0.685,4218,74,0.805,0.414,3.3505e-05,0.99997
97077,Existing Customer,59,M,1,,Married,$60K - $80K,Blue,48,5,3,3,1438.3,642,796.3,0.9259999999999999,5177,79,0.6459999999999999,0.446,0.00031211,0.99969
97078,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,33,4,5,2,2990.0,890,2100.0,0.711,4757,79,0.8370000000000001,0.298,0.00021435,0.99979
97079,Attrited Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,56,6,2,3,9918.0,850,9068.0,0.688,2485,40,0.29,0.086,0.99395,0.00605
97080,Existing Customer,50,F,2,High School,Married,,Blue,41,3,1,1,8159.0,2277,5882.0,0.7490000000000001,4402,64,0.684,0.27899999999999997,3.2288e-05,0.99997
97081,Existing Customer,53,M,2,Graduate,Single,$120K +,Blue,36,3,2,2,18551.0,1434,17117.0,1.149,5364,90,0.765,0.077,0.00011382,0.99989
97082,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,20,5,1,1,1438.3,0,1438.3,0.6890000000000001,4397,86,0.755,0.0,2.8501e-05,0.99997
97083,Attrited Customer,51,M,2,Graduate,Single,$80K - $120K,Blue,31,5,3,2,1438.3,327,1111.3,0.528,1783,40,0.48100000000000004,0.22699999999999998,0.9944700000000001,0.005529999999999999
97084,Existing Customer,60,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,1,10886.0,1145,9741.0,0.7490000000000001,3488,66,0.535,0.105,0.0001311,0.99987
97085,Existing Customer,59,F,0,High School,Single,,Blue,36,4,3,1,10457.0,2148,8309.0,0.737,4649,74,0.9470000000000001,0.205,9.049299999999999e-05,0.9999100000000001
97086,Existing Customer,60,M,0,,Single,$40K - $60K,Blue,46,6,2,1,1781.0,1551,230.0,0.722,3527,66,0.61,0.871,6.4745e-05,0.9999399999999999
97087,Existing Customer,50,M,2,,Married,$120K +,Blue,43,3,2,1,34516.0,1156,33360.0,0.633,3974,65,0.585,0.033,7.5449e-05,0.99992
97088,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,2363.0,1495,868.0,0.531,4420,65,0.711,0.633,0.0003139,0.99969
97089,Existing Customer,54,F,4,Post-Graduate,Married,Less than $40K,Blue,49,3,3,2,2802.0,2219,583.0,0.7959999999999999,5924,88,0.63,0.792,0.00022196,0.9997799999999999
97090,Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,31,5,1,2,1640.0,888,752.0,0.715,4074,73,0.872,0.541,5.6153e-05,0.9999399999999999
97091,Attrited Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,41,5,3,2,4960.0,0,4960.0,0.882,2430,48,0.5479999999999999,0.0,0.99482,0.00518
97092,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,38,5,1,3,4601.0,2517,2084.0,0.775,5056,80,0.778,0.547,9.7154e-05,0.9999
97093,Existing Customer,48,M,5,,,$60K - $80K,Blue,36,4,1,2,4100.0,1956,2144.0,0.617,3584,61,0.743,0.47700000000000004,6.250199999999999e-05,0.9999399999999999
97094,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,47,3,2,0,2741.0,1639,1102.0,0.644,5077,87,0.74,0.598,4.3568e-05,0.9999600000000001
97095,Attrited Customer,46,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3,1,4152.0,1446,2706.0,0.826,2218,30,0.304,0.348,0.99129,0.008709999999999999
97096,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1,2,3386.0,2517,869.0,0.743,4890,65,0.667,0.743,5.663e-05,0.9999399999999999
97097,Attrited Customer,62,M,0,College,,$40K - $60K,Blue,56,2,6,2,3477.0,0,3477.0,0.436,2113,40,0.7390000000000001,0.0,0.9916299999999999,0.00837
97098,Existing Customer,50,M,4,High School,Married,$80K - $120K,Blue,41,6,3,3,23209.0,1308,21901.0,0.498,3530,71,0.578,0.055999999999999994,0.00030842,0.99969
97099,Existing Customer,50,F,3,Graduate,Married,$40K - $60K,Blue,39,5,3,2,12610.0,1123,11487.0,0.853,4199,67,0.595,0.08900000000000001,0.00018665,0.9998100000000001
97100,Existing Customer,48,F,4,High School,Married,Less than $40K,Blue,38,5,1,1,2090.0,793,1297.0,0.64,4619,78,0.733,0.379,3.3863000000000004e-05,0.99997
97101,Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,39,4,3,1,1610.0,0,1610.0,0.6890000000000001,4958,87,0.7759999999999999,0.0,0.00010848,0.99989
97102,Attrited Customer,40,M,3,Graduate,Married,$120K +,Blue,27,5,3,2,2269.0,0,2269.0,0.5720000000000001,2108,39,0.56,0.0,0.99467,0.00533
97103,Attrited Customer,40,F,2,College,,Less than $40K,Blue,36,6,1,3,2387.0,2013,374.0,0.449,2134,41,0.9520000000000001,0.843,0.9890200000000001,0.01098
97104,Existing Customer,54,F,3,Graduate,Single,$40K - $60K,Blue,39,3,4,1,4036.0,1329,2707.0,0.738,5315,82,0.708,0.32899999999999996,0.00013603,0.9998600000000001
97105,Attrited Customer,54,F,5,High School,Married,,Blue,44,5,3,3,5342.0,605,4737.0,0.691,2426,46,0.39399999999999996,0.113,0.99672,0.00328187
97106,Attrited Customer,54,F,2,Graduate,,Less than $40K,Blue,46,5,3,2,1695.0,913,782.0,0.449,2130,48,0.5,0.539,0.9944700000000001,0.005529999999999999
97107,Existing Customer,37,F,3,Doctorate,Married,Less than $40K,Blue,36,3,5,2,1438.3,0,1438.3,0.861,4314,82,0.8640000000000001,0.0,0.00030166,0.9997
97108,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,27,3,2,3,1776.0,1586,190.0,0.7979999999999999,4350,71,0.868,0.893,0.0001861,0.9998100000000001
97109,Existing Customer,42,F,3,High School,Married,$40K - $60K,Blue,29,4,3,2,5640.0,0,5640.0,0.77,4739,80,0.86,0.0,0.00018145,0.99982
97110,Existing Customer,42,F,1,College,Divorced,Less than $40K,Blue,22,5,3,2,2403.0,1105,1298.0,0.735,4186,77,0.711,0.46,0.00016415,0.99984
97111,Existing Customer,45,F,4,College,Married,Less than $40K,Blue,36,5,1,2,3349.0,2517,832.0,0.7859999999999999,4405,55,1.391,0.752,5.6158e-05,0.9999399999999999
97112,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,50,3,3,3,3173.0,2517,656.0,0.619,2763,51,0.821,0.7929999999999999,0.99649,0.00350838
97113,Attrited Customer,43,M,5,High School,,$80K - $120K,Blue,38,3,3,2,1504.0,0,1504.0,0.987,2530,43,0.344,0.0,0.99449,0.00551
97114,Attrited Customer,45,F,3,Graduate,Divorced,$40K - $60K,Blue,41,1,3,3,1477.0,0,1477.0,0.768,2214,43,0.654,0.0,0.9968299999999999,0.00317458
97115,Existing Customer,49,F,2,College,Single,Less than $40K,Blue,41,6,3,1,2018.0,1366,652.0,0.9640000000000001,4842,69,0.5,0.677,0.00010546,0.99989
97116,Existing Customer,41,M,3,Graduate,Married,$120K +,Silver,36,3,3,2,34516.0,1453,33063.0,0.35700000000000004,4147,76,0.9490000000000001,0.042,0.00016865,0.9998299999999999
97117,Existing Customer,44,F,4,Graduate,Married,,Blue,34,6,4,2,2105.0,0,2105.0,0.6559999999999999,4190,67,0.914,0.0,0.00022797,0.99977
97118,Existing Customer,46,F,2,Uneducated,Divorced,,Blue,40,5,2,3,20080.0,0,20080.0,0.56,4620,70,0.667,0.0,0.00019683,0.9998
97119,Existing Customer,39,F,1,Graduate,,Less than $40K,Blue,36,3,4,1,6690.0,1912,4778.0,0.609,3875,60,0.5379999999999999,0.28600000000000003,0.00012305,0.9998799999999999
97120,Existing Customer,46,M,3,Graduate,,$80K - $120K,Blue,37,6,4,3,1530.0,0,1530.0,0.635,4256,78,0.773,0.0,0.00037935,0.9996200000000001
97121,Existing Customer,58,M,1,Post-Graduate,Single,$80K - $120K,Blue,41,4,2,1,2915.0,1494,1421.0,0.861,4235,73,0.825,0.513,7.581100000000001e-05,0.99992
97122,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,4,0,1438.3,0,1438.3,0.635,4735,87,0.6729999999999999,0.0,8.3212e-05,0.99992
97123,Attrited Customer,56,F,2,High School,Single,Less than $40K,Blue,42,5,4,2,2423.0,268,2155.0,0.804,2516,59,0.639,0.111,0.99529,0.00470886
97124,Existing Customer,54,M,4,Uneducated,Single,$80K - $120K,Blue,42,5,2,2,11742.0,0,11742.0,0.621,4053,70,0.556,0.0,0.00012274,0.9998799999999999
97125,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,47,5,2,3,3069.0,2517,552.0,0.73,4512,83,0.7659999999999999,0.82,0.0001861,0.9998100000000001
97126,Existing Customer,58,F,2,High School,Divorced,,Gold,36,5,4,3,34516.0,1864,32652.0,0.664,3595,52,0.733,0.054000000000000006,0.00040944,0.99959
97127,Existing Customer,36,F,4,Uneducated,Married,$40K - $60K,Blue,31,5,2,3,2517.0,1336,1181.0,0.755,5211,83,0.804,0.531,0.00020643,0.99979
97128,Existing Customer,52,F,1,,Single,Less than $40K,Blue,43,6,2,1,1438.3,773,665.3,1.138,4890,63,0.909,0.537,7.0819e-05,0.9999299999999999
97129,Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,1,2216.0,1992,224.0,0.789,4103,77,0.711,0.899,0.00011256,0.99989
97130,Existing Customer,51,M,0,Doctorate,Single,$60K - $80K,Blue,36,6,2,3,3232.0,1346,1886.0,0.6970000000000001,5102,69,0.643,0.41600000000000004,0.00023771,0.99976
97131,Existing Customer,54,F,1,College,Single,Less than $40K,Blue,41,5,2,2,3478.0,941,2537.0,0.711,4607,83,0.93,0.271,0.00010387,0.9999
97132,Existing Customer,50,F,3,Post-Graduate,Single,,Blue,36,5,4,3,1814.0,0,1814.0,0.852,5014,99,0.623,0.0,0.00044634,0.99955
97133,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,1,1438.3,0,1438.3,0.741,4513,75,0.7440000000000001,0.0,6.864e-05,0.9999299999999999
97134,Existing Customer,42,F,4,,Single,Less than $40K,Blue,30,3,2,1,1446.0,621,825.0,0.826,4860,68,0.7,0.429,7.9128e-05,0.99992
97135,Existing Customer,47,F,5,High School,Single,Less than $40K,Blue,37,5,2,3,1493.0,0,1493.0,0.605,4655,95,0.638,0.0,0.00019213,0.9998100000000001
97136,Existing Customer,45,F,4,Graduate,Married,$40K - $60K,Blue,34,4,4,2,4244.0,1066,3178.0,0.606,4016,89,0.8540000000000001,0.251,0.00022797,0.99977
97137,Existing Customer,40,M,5,High School,Single,$40K - $60K,Blue,20,5,2,1,2984.0,1879,1105.0,0.675,4813,83,0.7290000000000001,0.63,6.889e-05,0.9999299999999999
97138,Existing Customer,48,M,3,,Single,$80K - $120K,Blue,36,3,4,2,2713.0,2201,512.0,0.716,4220,79,0.612,0.8109999999999999,0.00024793,0.99975
97139,Existing Customer,42,F,2,,Single,$40K - $60K,Blue,34,4,4,3,2471.0,1658,813.0,0.682,4406,62,0.6759999999999999,0.6709999999999999,0.00040183,0.9996
97140,Existing Customer,47,M,1,College,Married,$60K - $80K,Silver,42,6,4,2,27437.0,0,27437.0,0.872,4660,79,0.6809999999999999,0.0,0.00017924,0.99982
97141,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,46,3,2,1,4166.0,989,3177.0,0.9670000000000001,4584,70,1.258,0.237,6.998800000000001e-05,0.9999299999999999
97142,Existing Customer,38,M,1,Graduate,,$40K - $60K,Blue,27,5,6,0,13100.0,1436,11664.0,0.519,3201,78,0.5,0.11,4.9165e-05,0.99995
97143,Attrited Customer,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438.3,0,1438.3,0.539,1707,38,1.111,0.0,0.99674,0.00326498
97144,Existing Customer,43,F,3,High School,,Less than $40K,Blue,36,6,2,3,2242.0,0,2242.0,0.6579999999999999,4845,66,0.941,0.0,0.00019311,0.9998100000000001
97145,Attrited Customer,37,F,3,High School,Married,,Blue,30,3,3,3,9874.0,0,9874.0,0.491,2446,47,0.5670000000000001,0.0,0.9967299999999999,0.00326528
97146,Existing Customer,41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,4432.0,1335,3097.0,0.7140000000000001,4144,79,0.7559999999999999,0.301,0.00030842,0.99969
97147,Existing Customer,45,F,3,,Single,Less than $40K,Blue,34,6,4,2,4975.0,1221,3754.0,0.602,4776,68,0.889,0.245,0.00024793,0.99975
97148,Existing Customer,49,F,3,,Married,Less than $40K,Blue,38,6,5,1,2652.0,1581,1071.0,0.738,4747,80,0.778,0.596,0.00013819,0.9998600000000001
97149,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2043.0,1597,446.0,0.8140000000000001,3553,61,0.6940000000000001,0.782,5.5077e-05,0.9999399999999999
97150,Attrited Customer,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489.0,2517,972.0,0.721,2684,39,0.56,0.721,0.9949,0.0051
97151,Existing Customer,52,M,1,,Married,$80K - $120K,Blue,36,4,2,2,14858.0,1594,13264.0,0.51,4286,72,0.636,0.107,0.00011743,0.9998799999999999
97152,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,27,5,2,2,2822.0,2182,640.0,0.768,5371,93,0.8240000000000001,0.773,0.00011604,0.9998799999999999
97153,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,44,3,3,2,2901.0,2517,384.0,0.608,4731,83,0.804,0.868,0.0001834,0.99982
97154,Existing Customer,52,F,4,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1594.0,0,1594.0,0.47200000000000003,4653,65,0.667,0.0,0.00037329,0.9996299999999999
97155,Existing Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,3,1,2241.0,1670,571.0,0.7040000000000001,4653,75,0.63,0.745,9.049299999999999e-05,0.9999100000000001
97156,Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,39,3,4,2,2581.0,1722,859.0,0.765,4431,79,0.7170000000000001,0.667,0.00021738,0.9997799999999999
97157,Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,33,6,4,1,14713.0,905,13808.0,0.8170000000000001,4125,82,0.8220000000000001,0.062,0.0001311,0.99987
97158,Attrited Customer,49,F,3,,Married,Less than $40K,Blue,33,6,3,3,2910.0,0,2910.0,0.789,2648,41,0.46399999999999997,0.0,0.99711,0.00288892
97159,Existing Customer,39,F,3,High School,Single,,Blue,36,3,3,3,2366.0,1927,439.0,0.631,3659,66,0.833,0.8140000000000001,0.00030516,0.99969
97160,Attrited Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2708.0,0,2708.0,0.6729999999999999,2321,45,0.552,0.0,0.99554,0.00445616
97161,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,5,4,3,1681.0,0,1681.0,0.9940000000000001,5416,82,0.9520000000000001,0.0,0.00036878,0.9996299999999999
97162,Existing Customer,40,F,4,,Single,Less than $40K,Blue,32,6,1,1,2594.0,2159,435.0,0.792,3872,71,0.511,0.8320000000000001,3.8289e-05,0.9999600000000001
97163,Existing Customer,41,F,4,,Single,$40K - $60K,Blue,31,5,1,2,2128.0,1383,745.0,0.679,3968,81,0.7609999999999999,0.65,6.3492e-05,0.9999399999999999
97164,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,38,3,3,3,1438.3,0,1438.3,0.679,4594,86,0.72,0.0,0.00029196,0.99971
97165,Attrited Customer,47,M,2,Doctorate,Divorced,$80K - $120K,Blue,32,1,3,3,1438.3,0,1438.3,0.45399999999999996,2388,42,0.5,0.0,0.99772,0.00227837
97166,Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,36,4,3,1,4696.0,0,4696.0,0.732,4828,62,1.5830000000000002,0.0,0.00010943,0.99989
